SUSY,lepton 1 pT,lepton 1 eta,lepton 1 phi,lepton 2 pT,lepton 2 eta,lepton 2 phi,missing energy magnitude,missing energy phi,MET_rel,axial MET,M_R,M_TR_2,R,MT2,S_R,M_Delta_R,dPhi_r_b,cos(theta_r1)
0.0,0.7072581052780151,0.6131593585014344,-0.7633536458015443,1.0108135938644407,1.67210066318512,1.5443141460418701,0.3426413238048553,0.2869439423084259,0.5143468976020813,-0.007999504916369915,0.8328003883361816,0.6462172269821167,0.6885806918144225,1.159058690071106,0.8074854016304015,0.890079915523529,0.2727180123329162,0.014630899764597416
0.0,0.4937452077865601,-1.7455810308456419,-0.640967607498169,0.5761610269546508,-0.5144768357276917,-0.6297879219055176,0.5858405232429504,0.8740382790565491,0.8794188499450682,-0.2217007875442505,0.5539438128471376,0.7704219222068786,1.234179854393005,1.6711711883544922,0.5115889310836792,1.2555313110351562,0.5215924978256224,0.1582220047712326
1.0,1.3054134845733645,0.2838199734687805,-1.1491543054580688,0.5072165131568908,-0.19416143000125885,1.3139927387237549,0.6598323583602904,0.6195926666259766,0.5349217653274536,-0.3202984035015107,0.8619707822799682,1.0856021642684937,1.117619514465332,1.1999409198760986,0.7547780275344848,0.9844586849212646,0.2358917742967605,0.6016309857368468
1.0,0.8097153306007386,-0.3583029806613922,-0.4971718788146973,0.7876746654510497,0.02741886489093304,1.201305270195007,0.7905557751655578,-0.8619232773780823,0.7402867078781128,0.8905254006385804,0.6847708225250244,0.7176397442817688,0.9299892783164976,0.3412248194217682,0.6838286519050598,0.4927410483360291,1.2838294506072998,0.1158509999513626
0.0,0.91285240650177,1.797455072402954,-1.3601645231246948,0.4967225790023804,1.1996444463729858,0.6274617314338684,1.2064523696899416,-1.3629828691482544,0.03379127010703087,1.5091208219528198,0.6595445275306702,0.6525703072547913,0.8780101537704467,0.0,0.580893874168396,0.1433789432048798,1.4384920597076416,0.2308209985494614
1.0,0.36059531569480896,-0.5769151449203492,0.6491413116455078,0.44566941261291504,-0.4124625325202941,1.6114926338195803,0.6358631253242493,-1.0658187866210935,0.9438664317131042,-0.1849697083234787,0.3285081982612609,0.6172719597816467,1.6674239635467527,1.0483006238937378,0.3697469532489777,0.7847145795822144,1.1636540889739992,0.4784510135650634
0.0,1.5800925493240356,1.887239336967468,-0.8877607583999634,2.1306810379028316,-0.3874301910400391,0.9704926013946532,0.4936944544315338,-1.3887962102890017,0.5900224447250367,0.798355221748352,3.0709195137023926,0.8685228824615479,0.2509738504886627,0.0,3.0736711025238037,0.138051375746727,1.1683152914047241,0.0011707700323313475
0.0,0.624502956867218,-0.8224021196365356,0.6134741306304932,0.654650092124939,0.7382611036300659,-0.951745331287384,0.7135868668556212,0.39195370674133295,0.4299577176570892,1.0332908630371092,0.7687321901321411,0.5758563280105591,0.6647443771362305,0.0,0.7681370377540592,0.341735988855362,1.5830115079879759,0.09926919639110564
0.0,1.4065594673156738,-0.8138104677200317,1.2821824550628662,1.2627965211868286,0.8377932906150821,-0.18489183485507965,0.6126499176025391,-0.8211309909820557,0.8448809981346129,-0.2814615070819855,1.6835892200469968,1.0704054832458496,0.5641930103302002,1.190735936164856,1.6803352832794187,1.136244654655456,0.4640187323093414,0.11727900058031082
1.0,1.8350518941879272,-0.7235594987869262,0.45002639293670654,0.5680157542228698,-0.39252877235412603,-0.7691136002540592,2.7985987663269043,-1.323785662651062,3.5737500190734863,-2.4866375923156734,1.1475273370742796,2.6029114723205566,2.0128524303436284,2.1552860736846924,1.4270057678222656,1.6970592737197876,1.52986478805542,0.8240770101547241
1.0,2.2047150135040283,-1.107285737991333,1.5948319435119631,3.5260412693023686,-1.6046940088272093,-0.10310890525579453,0.5122716426849364,-1.1450191736221311,0.742626428604126,0.017976896837353706,2.3624193668365474,1.19512939453125,0.4489243626594544,0.6562169790267944,2.376209497451782,0.6023448705673217,1.329143524169922,0.0058327498845756045
0.0,0.588749885559082,-0.06445588916540146,-1.291657328605652,0.5615826845169068,-0.2171210795640945,0.5137844681739808,0.3590704202651977,-1.5820891857147217,0.27698749303817743,0.6519510746002196,0.4844976663589477,0.39299368858337397,0.7197964191436768,0.0,0.468871533870697,0.144437775015831,1.2241319417953491,0.03771939873695373
1.0,1.1539962291717527,-0.5384324789047241,1.3590277433395384,1.858599543571472,-1.2151626348495486,-0.2085152566432953,1.0789283514022827,-0.04890037700533866,0.44326692819595337,0.6208258867263794,1.285933256149292,1.215168833732605,0.8385623693466187,0.0,1.3118115663528442,0.4051438868045808,1.311431407928467,0.2065140008926392
1.0,0.8677714467048645,-0.2392498701810837,-1.3597115278244016,0.7852895259857178,0.7883645296096801,1.2213737964630127,0.8140073418617249,0.5579035282135009,1.1446632146835327,-0.24101267755031586,0.8250550031661988,1.0139776468276975,1.09058940410614,1.5038764476776123,0.7943904399871826,1.2615340948104858,0.7525804638862611,0.3530009984970093
0.0,0.424096405506134,-1.7989873886108396,1.2085453271865845,0.4953061342239379,-1.8037598133087158,0.23956137895584098,1.0338119268417358,-1.372923016548157,0.5493348836898804,-0.34269794821739197,0.3759140372276306,0.8156593441963197,1.9254736900329588,1.5609307289123535,0.4632197916507721,1.204431653022766,1.2340165376663208,0.1594340056180954
0.0,0.8917817473411559,0.7880087494850158,-0.4877556264400481,1.2696709632873535,0.5448547601699828,0.9965678453445432,0.6195641160011292,-0.9024121165275572,0.6434304118156433,0.19886653125286105,0.8693166375160218,0.8214972019195556,0.8385786414146422,0.8684623837471008,0.8767636418342591,0.648118019104004,1.0663030147552488,0.12931199371814728
0.0,0.9366551041603088,1.3151831626892088,1.2484534978866575,1.4771795272827148,1.914581537246704,-0.03671464696526528,0.4653275012969971,-1.0243972539901731,0.6985139846801757,-0.14879201352596286,1.0181853771209717,0.8634659647941588,0.7525511980056762,1.4236228466033936,1.0033816099166872,1.0734952688217163,0.14931687712669373,0.03866580128669738
1.0,0.7461187243461609,-0.16867874562740326,0.1069440022110939,0.4890316128730774,-0.9019081592559814,-0.5718293786048889,1.9103294610977168,-0.4303580224514009,0.6931773424148558,1.8189291954040527,0.5872825980186464,0.6437606811523438,0.9727339148521424,0.0,0.4562578499317169,0.6405511498451233,1.1456177234649658,0.4858849942684173
0.0,1.508978486061096,0.3963492810726166,0.3924829065799713,0.9261871576309204,-1.5719803571701048,-0.7150473594665527,0.9141621589660645,-1.7023966312408447,1.372270107269287,-0.5629045367240906,1.7842402458190914,1.3969143629074097,0.6947570443153381,2.159423351287842,1.753246545791626,1.9115277528762813,0.3900075554847717,0.14166900515556335
1.0,1.7353315353393557,0.2654678821563721,1.5721251964569092,0.4587198793888092,-0.9097096323966982,0.5481770038604737,0.7206230163574218,1.0308936834335327,0.8219578266143798,0.8024132847785947,1.1881327629089355,0.6338365077972412,0.4734001457691194,0.0,0.8590964674949646,0.5442011356353761,0.4280016124248505,0.30674099922180176
1.0,0.9837946891784671,0.4920140504837036,-0.7415137887001036,0.720748782157898,-0.46582415699958796,0.9806841611862182,1.308351755142212,-0.306140959262848,1.3754775524139404,1.2708810567855835,0.8462600708007811,0.9139813184738159,0.9584085941314696,0.0,0.8407508730888366,0.8509992957115173,1.2782716751098635,0.09009280055761336
0.0,0.4907445609569549,1.1334954500198364,1.6792094707489011,0.4783426821231841,0.13830025494098666,-0.7976733446121216,0.6172540187835693,1.0044898986816408,0.8742550015449524,0.17034897208213806,0.4733556807041169,0.5913363695144653,1.1085709333419802,1.0847045183181765,0.4641355872154236,0.8131957054138182,0.9394754767417908,0.09537640213966367
1.0,1.1187472343444824,-1.4811893701553345,1.1271939277648924,0.5903836488723754,-0.2652423977851868,-0.005757348611950874,3.4971852302551274,-0.4628439545631408,3.909286975860596,-2.6538178920745854,0.924220860004425,2.2662370204925537,2.1759400367736816,2.0561292171478267,1.3277775049209597,2.409628629684448,1.422968506813049,0.7283409833908082
1.0,0.8624767065048218,-0.12311890721321105,0.7265830636024475,0.684293270111084,-1.8351305723190308,1.3012503385543823,1.1374363899230957,-1.313332319259643,1.706326603889465,-0.4088768362998962,1.0151550769805908,1.1948189735412595,1.0444450378417969,2.0403547286987305,1.0061824321746826,1.7538168430328367,0.8726646304130554,0.2474019974470138


